Absorption and Emission cross sections are only a function of host glass composition,,
Fiber used for Measurement (for data traceability purposes):,,
Fiber ID: 14-A2443-00-3B-16-05A,,
Part Number: FUD-7229 (LMA-YDF-20/400-IX Optical Fiber),,
Yb absorption and emission Cross-Sections for Gen IX glass,,
m,m^2,m^2
7.6240E-07,8.0000E-27,0.0000E+00
7.6260E-07,8.0000E-27,0.0000E+00
7.6280E-07,8.0000E-27,0.0000E+00
7.6300E-07,8.0000E-27,0.0000E+00
7.6320E-07,8.0000E-27,0.0000E+00
7.6340E-07,8.0000E-27,0.0000E+00
7.6360E-07,8.0000E-27,0.0000E+00
7.6380E-07,8.0000E-27,0.0000E+00
7.6400E-07,8.0000E-27,0.0000E+00
7.6420E-07,8.0000E-27,0.0000E+00
7.6440E-07,8.0000E-27,0.0000E+00
7.6460E-07,8.0000E-27,0.0000E+00
7.6480E-07,8.0000E-27,0.0000E+00
7.6500E-07,8.0000E-27,0.0000E+00
7.6520E-07,8.0000E-27,0.0000E+00
7.6540E-07,8.0000E-27,0.0000E+00
7.6560E-07,8.0000E-27,0.0000E+00
7.6580E-07,8.0000E-27,0.0000E+00
7.6600E-07,8.0000E-27,0.0000E+00
7.6620E-07,8.0000E-27,0.0000E+00
7.6640E-07,8.0000E-27,0.0000E+00
7.6660E-07,8.0000E-27,0.0000E+00
7.6680E-07,8.0000E-27,0.0000E+00
7.6700E-07,8.0000E-27,0.0000E+00
7.6720E-07,8.0000E-27,0.0000E+00
7.6740E-07,8.0000E-27,0.0000E+00
7.6760E-07,8.0000E-27,0.0000E+00
7.6780E-07,8.0000E-27,0.0000E+00
7.6800E-07,8.0000E-27,0.0000E+00
7.6820E-07,8.0000E-27,0.0000E+00
7.6840E-07,8.0000E-27,0.0000E+00
7.6860E-07,8.0000E-27,0.0000E+00
7.6880E-07,8.0000E-27,0.0000E+00
7.6900E-07,8.0000E-27,0.0000E+00
7.6920E-07,8.0000E-27,0.0000E+00
7.6940E-07,8.0000E-27,0.0000E+00
7.6960E-07,8.0000E-27,0.0000E+00
7.6980E-07,8.0000E-27,0.0000E+00
7.7000E-07,8.0000E-27,0.0000E+00
7.7020E-07,8.0000E-27,0.0000E+00
7.7040E-07,8.0000E-27,0.0000E+00
7.7060E-07,8.0000E-27,0.0000E+00
7.7080E-07,8.0000E-27,0.0000E+00
7.7100E-07,8.0000E-27,0.0000E+00
7.7120E-07,8.0000E-27,0.0000E+00
7.7140E-07,8.0000E-27,0.0000E+00
7.7160E-07,8.0000E-27,0.0000E+00
7.7180E-07,8.0000E-27,0.0000E+00
7.7200E-07,8.0000E-27,0.0000E+00
7.7220E-07,8.0000E-27,0.0000E+00
7.7240E-07,8.0000E-27,0.0000E+00
7.7260E-07,8.0000E-27,0.0000E+00
7.7280E-07,8.0000E-27,0.0000E+00
7.7300E-07,8.0000E-27,0.0000E+00
7.7320E-07,8.0000E-27,0.0000E+00
7.7340E-07,8.0000E-27,0.0000E+00
7.7360E-07,8.0000E-27,0.0000E+00
7.7380E-07,8.0000E-27,0.0000E+00
7.7400E-07,8.0000E-27,0.0000E+00
7.7420E-07,8.0000E-27,0.0000E+00
7.7440E-07,8.0000E-27,0.0000E+00
7.7460E-07,8.0000E-27,0.0000E+00
7.7480E-07,8.0000E-27,0.0000E+00
7.7500E-07,8.0000E-27,0.0000E+00
7.7520E-07,8.0000E-27,0.0000E+00
7.7540E-07,8.0000E-27,0.0000E+00
7.7560E-07,8.0000E-27,0.0000E+00
7.7580E-07,8.0000E-27,0.0000E+00
7.7600E-07,8.0000E-27,0.0000E+00
7.7620E-07,8.0000E-27,0.0000E+00
7.7640E-07,8.0000E-27,0.0000E+00
7.7660E-07,8.0000E-27,0.0000E+00
7.7680E-07,8.0000E-27,0.0000E+00
7.7700E-07,8.0000E-27,0.0000E+00
7.7720E-07,8.0000E-27,0.0000E+00
7.7740E-07,8.0000E-27,0.0000E+00
7.7760E-07,8.0000E-27,0.0000E+00
7.7780E-07,8.0000E-27,0.0000E+00
7.7800E-07,8.0000E-27,0.0000E+00
7.7820E-07,8.0000E-27,0.0000E+00
7.7840E-07,8.0000E-27,0.0000E+00
7.7860E-07,8.0000E-27,0.0000E+00
7.7880E-07,8.0000E-27,0.0000E+00
7.7900E-07,8.0000E-27,0.0000E+00
7.7920E-07,8.0000E-27,0.0000E+00
7.7940E-07,8.0000E-27,0.0000E+00
7.7960E-07,8.0000E-27,0.0000E+00
7.7980E-07,8.0000E-27,0.0000E+00
7.8000E-07,8.0000E-27,0.0000E+00
7.8020E-07,8.0000E-27,0.0000E+00
7.8040E-07,8.0000E-27,0.0000E+00
7.8060E-07,8.0000E-27,0.0000E+00
7.8080E-07,8.0000E-27,0.0000E+00
7.8100E-07,8.0000E-27,0.0000E+00
7.8120E-07,8.0000E-27,0.0000E+00
7.8140E-07,8.0000E-27,0.0000E+00
7.8160E-07,8.0000E-27,0.0000E+00
7.8180E-07,8.0000E-27,0.0000E+00
7.8200E-07,8.0000E-27,0.0000E+00
7.8220E-07,8.0000E-27,0.0000E+00
7.8240E-07,8.0000E-27,0.0000E+00
7.8260E-07,8.0000E-27,0.0000E+00
7.8280E-07,8.0000E-27,0.0000E+00
7.8300E-07,8.0000E-27,0.0000E+00
7.8320E-07,8.0000E-27,0.0000E+00
7.8340E-07,8.0000E-27,0.0000E+00
7.8360E-07,8.0000E-27,0.0000E+00
7.8380E-07,8.0000E-27,0.0000E+00
7.8400E-07,8.0000E-27,0.0000E+00
7.8420E-07,8.0000E-27,0.0000E+00
7.8440E-07,8.0000E-27,0.0000E+00
7.8460E-07,8.0000E-27,0.0000E+00
7.8480E-07,8.0000E-27,0.0000E+00
7.8500E-07,8.0000E-27,0.0000E+00
7.8520E-07,8.0000E-27,0.0000E+00
7.8540E-07,9.0000E-27,0.0000E+00
7.8560E-07,9.0000E-27,0.0000E+00
7.8580E-07,9.0000E-27,0.0000E+00
7.8600E-07,9.0000E-27,0.0000E+00
7.8620E-07,9.0000E-27,0.0000E+00
7.8640E-07,9.0000E-27,0.0000E+00
7.8660E-07,9.0000E-27,0.0000E+00
7.8680E-07,9.0000E-27,0.0000E+00
7.8700E-07,9.0000E-27,0.0000E+00
7.8720E-07,9.0000E-27,0.0000E+00
7.8740E-07,9.0000E-27,0.0000E+00
7.8760E-07,9.0000E-27,0.0000E+00
7.8780E-07,9.0000E-27,0.0000E+00
7.8800E-07,9.0000E-27,0.0000E+00
7.8820E-07,9.0000E-27,0.0000E+00
7.8840E-07,9.0000E-27,0.0000E+00
7.8860E-07,9.0000E-27,0.0000E+00
7.8880E-07,9.0000E-27,0.0000E+00
7.8900E-07,9.0000E-27,0.0000E+00
7.8920E-07,9.0000E-27,0.0000E+00
7.8940E-07,9.0000E-27,0.0000E+00
7.8960E-07,9.0000E-27,0.0000E+00
7.8980E-07,9.0000E-27,0.0000E+00
7.9000E-07,9.0000E-27,0.0000E+00
7.9020E-07,9.0000E-27,0.0000E+00
7.9040E-07,9.0000E-27,0.0000E+00
7.9060E-07,9.0000E-27,0.0000E+00
7.9080E-07,9.0000E-27,0.0000E+00
7.9100E-07,9.0000E-27,0.0000E+00
7.9120E-07,9.0000E-27,0.0000E+00
7.9140E-07,9.0000E-27,0.0000E+00
7.9160E-07,9.0000E-27,0.0000E+00
7.9180E-07,9.0000E-27,0.0000E+00
7.9200E-07,9.0000E-27,0.0000E+00
7.9220E-07,9.0000E-27,0.0000E+00
7.9240E-07,9.0000E-27,0.0000E+00
7.9260E-07,9.0000E-27,0.0000E+00
7.9280E-07,9.0000E-27,0.0000E+00
7.9300E-07,9.0000E-27,0.0000E+00
7.9320E-07,9.0000E-27,0.0000E+00
7.9340E-07,9.0000E-27,0.0000E+00
7.9360E-07,9.0000E-27,0.0000E+00
7.9380E-07,9.0000E-27,0.0000E+00
7.9400E-07,9.0000E-27,0.0000E+00
7.9420E-07,9.0000E-27,0.0000E+00
7.9440E-07,9.0000E-27,0.0000E+00
7.9460E-07,9.0000E-27,0.0000E+00
7.9480E-07,9.0000E-27,0.0000E+00
7.9500E-07,9.0000E-27,0.0000E+00
7.9520E-07,9.0000E-27,0.0000E+00
7.9540E-07,9.0000E-27,0.0000E+00
7.9560E-07,9.0000E-27,0.0000E+00
7.9580E-07,9.0000E-27,0.0000E+00
7.9600E-07,9.0000E-27,0.0000E+00
7.9620E-07,9.0000E-27,0.0000E+00
7.9640E-07,9.0000E-27,0.0000E+00
7.9660E-07,1.0000E-26,0.0000E+00
7.9680E-07,1.0000E-26,0.0000E+00
7.9700E-07,1.0000E-26,0.0000E+00
7.9720E-07,1.0000E-26,0.0000E+00
7.9740E-07,1.0000E-26,0.0000E+00
7.9760E-07,1.0000E-26,0.0000E+00
7.9780E-07,1.0000E-26,0.0000E+00
7.9800E-07,1.0000E-26,0.0000E+00
7.9820E-07,1.0000E-26,0.0000E+00
7.9840E-07,1.0000E-26,0.0000E+00
7.9860E-07,1.0000E-26,0.0000E+00
7.9880E-07,1.0000E-26,0.0000E+00
7.9900E-07,1.0000E-26,0.0000E+00
7.9920E-07,1.0000E-26,0.0000E+00
7.9940E-07,1.0000E-26,0.0000E+00
7.9960E-07,1.0000E-26,0.0000E+00
7.9980E-07,1.0000E-26,0.0000E+00
8.0000E-07,1.0000E-26,0.0000E+00
8.0020E-07,1.0000E-26,0.0000E+00
8.0040E-07,1.0000E-26,0.0000E+00
8.0060E-07,1.0000E-26,0.0000E+00
8.0080E-07,1.0000E-26,0.0000E+00
8.0100E-07,1.0000E-26,0.0000E+00
8.0120E-07,1.0000E-26,0.0000E+00
8.0140E-07,1.0000E-26,0.0000E+00
8.0160E-07,1.0000E-26,0.0000E+00
8.0180E-07,1.0000E-26,0.0000E+00
8.0200E-07,1.0000E-26,0.0000E+00
8.0220E-07,1.0000E-26,0.0000E+00
8.0240E-07,1.0000E-26,0.0000E+00
8.0260E-07,1.0000E-26,0.0000E+00
8.0280E-07,1.0000E-26,0.0000E+00
8.0300E-07,1.0000E-26,0.0000E+00
8.0320E-07,1.0000E-26,0.0000E+00
8.0340E-07,1.1000E-26,0.0000E+00
8.0360E-07,1.1000E-26,0.0000E+00
8.0380E-07,1.1000E-26,0.0000E+00
8.0400E-07,1.1000E-26,0.0000E+00
8.0420E-07,1.1000E-26,0.0000E+00
8.0440E-07,1.1000E-26,0.0000E+00
8.0460E-07,1.1000E-26,0.0000E+00
8.0480E-07,1.1000E-26,0.0000E+00
8.0500E-07,1.1000E-26,0.0000E+00
8.0520E-07,1.1000E-26,0.0000E+00
8.0540E-07,1.1000E-26,0.0000E+00
8.0560E-07,1.1000E-26,0.0000E+00
8.0580E-07,1.1000E-26,0.0000E+00
8.0600E-07,1.1000E-26,0.0000E+00
8.0620E-07,1.1000E-26,0.0000E+00
8.0640E-07,1.1000E-26,0.0000E+00
8.0660E-07,1.1000E-26,0.0000E+00
8.0680E-07,1.1000E-26,0.0000E+00
8.0700E-07,1.1000E-26,0.0000E+00
8.0720E-07,1.1000E-26,0.0000E+00
8.0740E-07,1.1000E-26,0.0000E+00
8.0760E-07,1.1000E-26,0.0000E+00
8.0780E-07,1.2000E-26,0.0000E+00
8.0800E-07,1.2000E-26,0.0000E+00
8.0820E-07,1.2000E-26,0.0000E+00
8.0840E-07,1.2000E-26,0.0000E+00
8.0860E-07,1.2000E-26,0.0000E+00
8.0880E-07,1.2000E-26,0.0000E+00
8.0900E-07,1.2000E-26,0.0000E+00
8.0920E-07,1.2000E-26,0.0000E+00
8.0940E-07,1.2000E-26,0.0000E+00
8.0960E-07,1.2000E-26,0.0000E+00
8.0980E-07,1.2000E-26,0.0000E+00
8.1000E-07,1.2000E-26,0.0000E+00
8.1020E-07,1.2000E-26,0.0000E+00
8.1040E-07,1.2000E-26,0.0000E+00
8.1060E-07,1.2000E-26,0.0000E+00
8.1080E-07,1.3000E-26,0.0000E+00
8.1100E-07,1.3000E-26,0.0000E+00
8.1120E-07,1.3000E-26,0.0000E+00
8.1140E-07,1.3000E-26,0.0000E+00
8.1160E-07,1.3000E-26,0.0000E+00
8.1180E-07,1.3000E-26,0.0000E+00
8.1200E-07,1.3000E-26,0.0000E+00
8.1220E-07,1.3000E-26,0.0000E+00
8.1240E-07,1.3000E-26,0.0000E+00
8.1260E-07,1.3000E-26,0.0000E+00
8.1280E-07,1.3000E-26,0.0000E+00
8.1300E-07,1.3000E-26,0.0000E+00
8.1320E-07,1.3000E-26,0.0000E+00
8.1340E-07,1.3000E-26,0.0000E+00
8.1360E-07,1.3000E-26,0.0000E+00
8.1380E-07,1.3000E-26,0.0000E+00
8.1400E-07,1.3000E-26,0.0000E+00
8.1420E-07,1.3000E-26,0.0000E+00
8.1440E-07,1.4000E-26,0.0000E+00
8.1460E-07,1.4000E-26,0.0000E+00
8.1480E-07,1.4000E-26,0.0000E+00
8.1500E-07,1.4000E-26,0.0000E+00
8.1520E-07,1.4000E-26,0.0000E+00
8.1540E-07,1.4000E-26,0.0000E+00
8.1560E-07,1.4000E-26,0.0000E+00
8.1580E-07,1.4000E-26,0.0000E+00
8.1600E-07,1.4000E-26,0.0000E+00
8.1620E-07,1.4000E-26,0.0000E+00
8.1640E-07,1.4000E-26,0.0000E+00
8.1660E-07,1.5000E-26,0.0000E+00
8.1680E-07,1.5000E-26,0.0000E+00
8.1700E-07,1.5000E-26,0.0000E+00
8.1720E-07,1.5000E-26,0.0000E+00
8.1740E-07,1.5000E-26,0.0000E+00
8.1760E-07,1.5000E-26,0.0000E+00
8.1780E-07,1.5000E-26,0.0000E+00
8.1800E-07,1.5000E-26,0.0000E+00
8.1820E-07,1.5000E-26,0.0000E+00
8.1840E-07,1.5000E-26,0.0000E+00
8.1860E-07,1.6000E-26,0.0000E+00
8.1880E-07,1.6000E-26,0.0000E+00
8.1900E-07,1.6000E-26,0.0000E+00
8.1920E-07,1.6000E-26,0.0000E+00
8.1940E-07,1.6000E-26,0.0000E+00
8.1960E-07,1.6000E-26,0.0000E+00
8.1980E-07,1.6000E-26,0.0000E+00
8.2000E-07,1.6000E-26,0.0000E+00
8.2020E-07,1.7000E-26,0.0000E+00
8.2040E-07,1.6000E-26,0.0000E+00
8.2060E-07,1.7000E-26,0.0000E+00
8.2080E-07,1.7000E-26,0.0000E+00
8.2100E-07,1.7000E-26,0.0000E+00
8.2120E-07,1.8000E-26,0.0000E+00
8.2140E-07,1.7000E-26,0.0000E+00
8.2160E-07,1.7000E-26,0.0000E+00
8.2180E-07,1.7000E-26,0.0000E+00
8.2200E-07,1.7000E-26,0.0000E+00
8.2220E-07,1.7000E-26,0.0000E+00
8.2240E-07,1.8000E-26,0.0000E+00
8.2260E-07,1.7000E-26,0.0000E+00
8.2280E-07,1.7000E-26,0.0000E+00
8.2300E-07,1.7000E-26,0.0000E+00
8.2320E-07,1.7000E-26,0.0000E+00
8.2340E-07,1.8000E-26,0.0000E+00
8.2360E-07,1.8000E-26,0.0000E+00
8.2380E-07,1.8000E-26,0.0000E+00
8.2400E-07,1.9000E-26,0.0000E+00
8.2420E-07,1.8000E-26,0.0000E+00
8.2440E-07,1.8000E-26,0.0000E+00
8.2460E-07,1.8000E-26,0.0000E+00
8.2480E-07,1.9000E-26,0.0000E+00
8.2500E-07,1.9000E-26,0.0000E+00
8.2520E-07,1.9000E-26,0.0000E+00
8.2540E-07,2.0000E-26,0.0000E+00
8.2560E-07,2.0000E-26,0.0000E+00
8.2580E-07,1.9000E-26,0.0000E+00
8.2600E-07,1.9000E-26,0.0000E+00
8.2620E-07,2.0000E-26,0.0000E+00
8.2640E-07,2.0000E-26,0.0000E+00
8.2660E-07,2.0000E-26,0.0000E+00
8.2680E-07,2.0000E-26,0.0000E+00
8.2700E-07,2.1000E-26,0.0000E+00
8.2720E-07,2.0000E-26,0.0000E+00
8.2740E-07,2.1000E-26,0.0000E+00
8.2760E-07,2.1000E-26,0.0000E+00
8.2780E-07,2.1000E-26,0.0000E+00
8.2800E-07,2.1000E-26,0.0000E+00
8.2820E-07,2.1000E-26,0.0000E+00
8.2840E-07,2.2000E-26,0.0000E+00
8.2860E-07,2.2000E-26,0.0000E+00
8.2880E-07,2.2000E-26,0.0000E+00
8.2900E-07,2.2000E-26,0.0000E+00
8.2920E-07,2.2000E-26,0.0000E+00
8.2940E-07,2.2000E-26,0.0000E+00
8.2960E-07,2.3000E-26,0.0000E+00
8.2980E-07,2.3000E-26,0.0000E+00
8.3000E-07,2.3000E-26,0.0000E+00
8.3020E-07,2.3000E-26,0.0000E+00
8.3040E-07,2.3000E-26,0.0000E+00
8.3060E-07,2.3000E-26,0.0000E+00
8.3080E-07,2.3000E-26,0.0000E+00
8.3100E-07,2.4000E-26,0.0000E+00
8.3120E-07,2.4000E-26,0.0000E+00
8.3140E-07,2.4000E-26,0.0000E+00
8.3160E-07,2.4000E-26,0.0000E+00
8.3180E-07,2.5000E-26,0.0000E+00
8.3200E-07,2.4000E-26,0.0000E+00
8.3220E-07,2.5000E-26,0.0000E+00
8.3240E-07,2.5000E-26,0.0000E+00
8.3260E-07,2.5000E-26,0.0000E+00
8.3280E-07,2.5000E-26,0.0000E+00
8.3300E-07,2.6000E-26,0.0000E+00
8.3320E-07,2.5000E-26,0.0000E+00
8.3340E-07,2.6000E-26,0.0000E+00
8.3360E-07,2.6000E-26,0.0000E+00
8.3380E-07,2.6000E-26,0.0000E+00
8.3400E-07,2.7000E-26,0.0000E+00
8.3420E-07,2.7000E-26,0.0000E+00
8.3440E-07,2.7000E-26,0.0000E+00
8.3460E-07,2.8000E-26,0.0000E+00
8.3480E-07,2.7000E-26,0.0000E+00
8.3500E-07,2.8000E-26,0.0000E+00
8.3520E-07,2.8000E-26,0.0000E+00
8.3540E-07,2.8000E-26,0.0000E+00
8.3560E-07,2.9000E-26,0.0000E+00
8.3580E-07,2.8000E-26,0.0000E+00
8.3600E-07,2.9000E-26,0.0000E+00
8.3620E-07,2.9000E-26,0.0000E+00
8.3640E-07,2.9000E-26,0.0000E+00
8.3660E-07,3.0000E-26,0.0000E+00
8.3680E-07,3.0000E-26,0.0000E+00
8.3700E-07,3.1000E-26,0.0000E+00
8.3720E-07,3.1000E-26,0.0000E+00
8.3740E-07,3.1000E-26,0.0000E+00
8.3760E-07,3.1000E-26,0.0000E+00
8.3780E-07,3.1000E-26,0.0000E+00
8.3800E-07,3.2000E-26,0.0000E+00
8.3820E-07,3.2000E-26,0.0000E+00
8.3840E-07,3.3000E-26,0.0000E+00
8.3860E-07,3.2000E-26,0.0000E+00
8.3880E-07,3.3000E-26,0.0000E+00
8.3900E-07,3.3000E-26,0.0000E+00
8.3920E-07,3.3000E-26,0.0000E+00
8.3940E-07,3.3000E-26,0.0000E+00
8.3960E-07,3.3000E-26,0.0000E+00
8.3980E-07,3.4000E-26,0.0000E+00
8.4000E-07,3.4000E-26,0.0000E+00
8.4020E-07,3.5000E-26,0.0000E+00
8.4040E-07,3.5000E-26,0.0000E+00
8.4060E-07,3.5000E-26,0.0000E+00
8.4080E-07,3.6000E-26,0.0000E+00
8.4100E-07,3.6000E-26,0.0000E+00
8.4120E-07,3.6000E-26,0.0000E+00
8.4140E-07,3.7000E-26,0.0000E+00
8.4160E-07,3.7000E-26,0.0000E+00
8.4180E-07,3.7000E-26,0.0000E+00
8.4200E-07,3.8000E-26,0.0000E+00
8.4220E-07,3.9000E-26,0.0000E+00
8.4240E-07,3.9000E-26,0.0000E+00
8.4260E-07,3.9000E-26,0.0000E+00
8.4280E-07,3.9000E-26,0.0000E+00
8.4300E-07,3.9000E-26,0.0000E+00
8.4320E-07,3.9000E-26,0.0000E+00
8.4340E-07,4.1000E-26,0.0000E+00
8.4360E-07,4.1000E-26,0.0000E+00
8.4380E-07,4.2000E-26,0.0000E+00
8.4400E-07,4.1000E-26,0.0000E+00
8.4420E-07,4.3000E-26,0.0000E+00
8.4440E-07,4.3000E-26,0.0000E+00
8.4460E-07,4.3000E-26,0.0000E+00
8.4480E-07,4.4000E-26,0.0000E+00
8.4500E-07,4.4000E-26,0.0000E+00
8.4520E-07,4.4000E-26,0.0000E+00
8.4540E-07,4.5000E-26,0.0000E+00
8.4560E-07,4.5000E-26,0.0000E+00
8.4580E-07,4.6000E-26,0.0000E+00
8.4600E-07,4.6000E-26,0.0000E+00
8.4620E-07,4.6000E-26,0.0000E+00
8.4640E-07,4.7000E-26,0.0000E+00
8.4660E-07,4.7000E-26,0.0000E+00
8.4680E-07,4.8000E-26,0.0000E+00
8.4700E-07,4.8000E-26,0.0000E+00
8.4720E-07,4.9000E-26,0.0000E+00
8.4740E-07,5.0000E-26,0.0000E+00
8.4760E-07,5.0000E-26,0.0000E+00
8.4780E-07,5.1000E-26,0.0000E+00
8.4800E-07,5.1000E-26,0.0000E+00
8.4820E-07,5.1000E-26,0.0000E+00
8.4840E-07,5.2000E-26,0.0000E+00
8.4860E-07,5.2000E-26,0.0000E+00
8.4880E-07,5.3000E-26,0.0000E+00
8.4900E-07,5.3000E-26,0.0000E+00
8.4920E-07,5.4000E-26,0.0000E+00
8.4940E-07,5.4000E-26,0.0000E+00
8.4960E-07,5.5000E-26,0.0000E+00
8.4980E-07,5.6000E-26,0.0000E+00
8.5000E-07,5.6000E-26,0.0000E+00
8.5020E-07,5.7000E-26,0.0000E+00
8.5040E-07,5.8000E-26,0.0000E+00
8.5060E-07,5.8000E-26,0.0000E+00
8.5080E-07,5.9000E-26,0.0000E+00
8.5100E-07,6.0000E-26,0.0000E+00
8.5120E-07,6.0000E-26,0.0000E+00
8.5140E-07,6.1000E-26,0.0000E+00
8.5160E-07,6.2000E-26,0.0000E+00
8.5180E-07,6.3000E-26,0.0000E+00
8.5200E-07,6.3000E-26,0.0000E+00
8.5220E-07,6.3000E-26,0.0000E+00
8.5240E-07,6.4000E-26,0.0000E+00
8.5260E-07,6.5000E-26,0.0000E+00
8.5280E-07,6.5000E-26,0.0000E+00
8.5300E-07,6.6000E-26,0.0000E+00
8.5320E-07,6.7000E-26,0.0000E+00
8.5340E-07,6.8000E-26,0.0000E+00
8.5360E-07,6.8000E-26,0.0000E+00
8.5380E-07,7.0000E-26,0.0000E+00
8.5400E-07,7.0000E-26,0.0000E+00
8.5420E-07,7.0000E-26,0.0000E+00
8.5440E-07,7.1000E-26,0.0000E+00
8.5460E-07,7.2000E-26,0.0000E+00
8.5480E-07,7.3000E-26,0.0000E+00
8.5500E-07,7.3000E-26,0.0000E+00
8.5520E-07,7.1000E-26,0.0000E+00
8.5540E-07,7.2000E-26,0.0000E+00
8.5560E-07,7.2000E-26,0.0000E+00
8.5580E-07,7.4000E-26,0.0000E+00
8.5600E-07,7.4000E-26,0.0000E+00
8.5620E-07,7.6000E-26,0.0000E+00
8.5640E-07,7.6000E-26,0.0000E+00
8.5660E-07,7.7000E-26,0.0000E+00
8.5680E-07,7.8000E-26,0.0000E+00
8.5700E-07,7.8000E-26,0.0000E+00
8.5720E-07,8.0000E-26,0.0000E+00
8.5740E-07,7.9000E-26,0.0000E+00
8.5760E-07,8.1000E-26,0.0000E+00
8.5780E-07,7.9000E-26,0.0000E+00
8.5800E-07,7.9000E-26,0.0000E+00
8.5820E-07,8.1000E-26,0.0000E+00
8.5840E-07,8.1000E-26,0.0000E+00
8.5860E-07,8.2000E-26,0.0000E+00
8.5880E-07,8.2000E-26,0.0000E+00
8.5900E-07,8.6000E-26,0.0000E+00
8.5920E-07,8.6000E-26,0.0000E+00
8.5940E-07,8.7000E-26,0.0000E+00
8.5960E-07,8.9000E-26,0.0000E+00
8.5980E-07,8.7000E-26,0.0000E+00
8.6000E-07,8.9000E-26,0.0000E+00
8.6020E-07,9.0000E-26,0.0000E+00
8.6040E-07,9.2000E-26,0.0000E+00
8.6060E-07,9.3000E-26,0.0000E+00
8.6080E-07,9.5000E-26,0.0000E+00
8.6100E-07,9.3000E-26,0.0000E+00
8.6120E-07,9.5000E-26,0.0000E+00
8.6140E-07,9.8000E-26,0.0000E+00
8.6160E-07,9.8000E-26,0.0000E+00
8.6180E-07,9.8000E-26,0.0000E+00
8.6200E-07,1.0000E-25,0.0000E+00
8.6220E-07,1.0100E-25,0.0000E+00
8.6240E-07,1.0400E-25,0.0000E+00
8.6260E-07,1.0400E-25,0.0000E+00
8.6280E-07,1.0700E-25,0.0000E+00
8.6300E-07,1.0700E-25,0.0000E+00
8.6320E-07,1.1000E-25,0.0000E+00
8.6340E-07,1.1000E-25,0.0000E+00
8.6360E-07,1.1000E-25,0.0000E+00
8.6380E-07,1.1200E-25,0.0000E+00
